1:[152.5233  147.79443 358.425  ],[208.68835  86.09162 241.5987 ],[230.05742  119.737595 224.13472 ],[224.72983 131.18463 245.14032],[216.28513 127.93371 262.42294],[177.1322   94.03918 203.7454 ],[191.74278  78.19069 165.94281],[202.77997  71.22298 145.19951],[213.8639   68.20048 129.43303],[143.59935  111.288376 196.69434 ],[145.02635  96.3197  155.8583 ],[148.80836  91.56779 132.11449],[153.56352   89.64441  113.292694],[108.77029 143.14755 192.51152],[103.76383 147.22719 160.14061],[101.227036 150.18852  143.0805  ],[ 99.45105 152.80318 130.98666],[203.21558 180.4796  324.77502],[230.05115 188.91385 306.5674 ],[237.23103 194.84799 274.37015],[215.9684  192.66362 255.4921 ]
4729:[184.46924 174.99191 285.216  ],[161.2577    48.724487 219.88266 ],[170.77719  64.10552 180.30385],[172.39555  87.59724 187.09897],[169.22693  90.57615 206.11624],[106.4803    54.095184 211.78824 ],[112.34909  71.40644 172.29701],[119.93112  94.36789 176.28926],[121.89091  100.492584 194.70714 ],[ 72.56808   82.730255 218.21323 ],[ 71.05055  95.1711  176.54068],[ 84.157005 115.40463  180.95407 ],[ 90.012245 118.511635 199.30165 ],[ 41.893776 128.0923   218.2813  ],[ 27.3737   118.132126 190.36093 ],[ 19.307796 112.76325  175.78806 ],[ 13.474321 109.072266 165.36697 ],[180.34665 162.15477 214.25912],[178.72986 145.51143 185.22145],[145.58133 142.24678 181.48708],[117.07232 141.56728 181.65088]
4730:[156.63019 135.49867 388.154  ],[164.15479   19.679428 324.74072 ],[164.42476  -10.381308 293.2771  ],[163.69814 -18.99091 270.3424 ],[162.8442   -24.093885 251.5328  ],[120.07648    7.532776 323.5253  ],[106.34453  -30.075146 306.4737  ],[ 99.58624  -41.809998 286.04645 ],[ 95.050934 -45.802807 267.49762 ],[ 87.124146  21.262955 334.61066 ],[ 79.72151    5.903535 294.57358 ],[ 79.068085  26.476757 281.27063 ],[ 82.43842  40.30023 294.6169 ],[ 51.013565  47.74799  337.24307 ],[ 48.4515   31.97874 308.35794],[ 48.669178  35.446495 291.20627 ],[ 49.810444  44.72954  282.91324 ],[177.50346  121.052795 321.57465 ],[190.06113 107.15369 293.79117],[200.81877  90.74631 266.61584],[212.05138   76.749016 244.4538  ]
4731:[159.77759 165.06586 351.259  ],[216.42941  77.63828 259.8504 ],[210.8298   96.75769 221.16226],[197.26598 116.8915  217.79993],[186.58865 128.2277  229.54967],[178.28253   48.272224 251.60231 ],[187.19748  19.92468 219.81207],[192.34573     3.3986378 202.46161  ],[196.48091 -10.02464 188.92326],[139.78726   44.457733 262.62976 ],[138.8635    12.746101 232.84389 ],[137.12427    -2.5144281 213.7456   ],[135.03593  -13.573845 197.8114  ],[ 92.953186  53.716103 269.57416 ],[ 81.73546  32.59839 246.81918],[ 75.815544  23.087814 233.37463 ],[ 71.42496   16.194868 223.91621 ],[193.29483 139.22086 301.3928 ],[213.40794 122.51577 280.4356 ],[204.09103  95.10569 263.54446],[182.75827  76.99449 258.05353]
4732:[156.61119 138.5756  380.073  ],[142.152    95.17386 237.91223],[142.38211  78.03029 197.91568],[142.73755  67.23801 175.91446],[143.29709   57.890507 158.80066 ],[107.38121  117.927376 220.59674 ],[ 88.33349 119.9654  181.5236 ],[ 78.380486 124.02813  159.49896 ],[ 70.839516 129.23837  142.2781  ],[ 84.86047 142.52846 231.45926],[ 87.74327 162.8033  193.06265],[106.05133 173.54529 205.31328],[110.398544 169.28069  223.84665 ],[ 67.843254 178.51292  246.55328 ],[ 68.82488 183.37102 213.91864],[ 83.26436 193.19167 215.06255],[ 88.288216 195.1832   226.33403 ],[191.20477 112.15253 330.57748],[204.89877  95.32371 305.0419 ],[218.60768  77.97246 279.85403],[228.28352  63.7511  257.10797]
4733:[166.09213 149.3069  383.592  ],[201.83725  36.01013 327.86896],[217.19234     1.2163506 306.71967  ],[226.2003   -18.166533 294.72742 ],[233.91039  -32.899834 284.52667 ],[166.48956   29.066711 292.07535 ],[177.61557    -7.7629967 271.74155  ],[184.19829  -28.445055 260.35852 ],[189.72856  -44.757614 251.19951 ],[135.058     45.371758 278.28604 ],[130.21347   11.950058 250.84155 ],[127.42888    -7.4494324 236.12561  ],[128.06154  -19.541817 220.83035 ],[104.639496  74.60858  258.31372 ],[ 94.92751   54.045334 234.38853 ],[ 89.7884   42.85061 221.95793],[ 86.59247   34.957638 212.80705 ],[217.89806 116.07184 385.99646],[242.31525  93.38396 389.4406 ],[266.2556   70.04959 391.84756],[287.2836    51.120213 395.41898 ]
4734:[164.33669 157.09644 348.141  ],[159.87045  41.819   274.5735 ],[163.51424     3.3496094 254.56079  ],[165.6697   -18.561388 243.79439 ],[167.46362 -36.15085 235.55038],[125.72429  53.83388 235.30823],[116.83198   20.023834 209.39516 ],[111.89258      0.36806488 195.6145    ],[108.8722  -15.3212  184.42096],[102.03168   84.188156 221.8819  ],[ 87.91125   58.908596 189.39749 ],[ 80.9092   44.38172 170.94229],[ 75.106026  32.1038   156.93706 ],[ 84.80997 128.41472 205.31055],[ 75.906364 117.94462  175.2991  ],[ 70.69004 111.81076 159.76147],[ 66.83824 107.10295 148.84123],[180.33365 134.96536 282.79828],[187.15178 116.00187 256.027  ],[163.9426  118.18097 231.94353],[139.77264 132.82442 228.1179 ]
4735:[103.83486 119.08336 447.751  ],[145.53745 108.57732 311.90143],[171.06348 139.72589 328.38983],[167.05058 143.09222 352.3318 ],[155.96985 136.08731 366.7789 ],[121.64336 130.64421 283.10486],[148.02837 147.93417 253.12874],[163.45824 158.04514 236.99365],[176.0828  166.31787 224.63431],[ 97.747795 148.00938  283.79736 ],[123.69217 178.37291 266.51657],[128.05075 184.04031 289.95877],[123.536446 179.04865  308.2693  ],[ 74.45573 173.48238 291.53497],[ 77.56833 184.85085 260.7023 ],[ 79.77741 191.65175 244.72983],[ 81.787384 197.02708  233.625   ],[148.8301  154.4566  423.71902],[172.29382 166.27245 402.919  ],[170.28122 179.28096 372.09442],[166.88593 190.95784 346.29956]
4736:[166.12532 176.89914 333.947  ],[184.199    91.30565 222.857  ],[189.0586    62.193314 190.87988 ],[192.02988   44.728043 173.94504 ],[194.54578   30.115149 161.26811 ],[138.51292   96.731705 198.05524 ],[124.8607  75.4632 162.63  ],[119.952675  69.609726 139.34264 ],[116.01736  65.4718  120.6889 ],[102.3623  117.67862 200.73123],[ 97.582184 120.31712  157.55869 ],[ 94.33568 122.25844 133.34413],[ 91.29202 124.16656 114.16951],[ 68.485214 154.96303  203.2204  ],[ 80.20736 172.82712 178.05992],[ 91.25816 179.68382 189.76965],[ 91.17126 176.4245  201.837  ],[174.32115 195.3664  259.87662],[180.33052 197.40349 226.97466],[149.32588 194.40381 214.59958],[121.01351 191.10359 215.4774 ]
4737:[157.36172 175.1928  336.174  ],[216.71452  91.17195 241.50743],[238.91177  68.08773 212.04422],[252.05264   54.425526 196.5099  ],[262.914     43.137337 184.88326 ],[180.5817   54.56212 241.77563],[178.95251   33.881084 203.52226 ],[177.36713   21.484417 182.43999 ],[175.66913   10.914708 166.13144 ],[143.175     45.599907 260.20477 ],[144.33879    8.882568 236.87749 ],[134.55476   16.647486 215.79118 ],[129.8397   35.57611 215.5761 ],[ 95.80005  48.96582 275.82825],[ 81.78059   28.004969 254.52844 ],[ 74.06818   17.531343 242.82057 ],[ 68.53117   13.965475 232.19617 ],[145.53181 168.16745 263.92862],[146.03911 159.75922 231.49644],[127.61043 131.79865 230.07574],[117.80434 124.6084  255.87096]
4738:[158.10414 146.25644 367.764  ],[186.34848  107.880066 226.74603 ],[201.63326 102.70751 186.33194],[211.76494  99.92407 164.19025],[221.06073   98.090324 147.13748 ],[147.75307 117.60309 201.87411],[144.89323 107.19611 159.71732],[143.38715 101.2351  135.99283],[142.72978  97.58435 116.84052],[114.30816 131.97484 207.4266 ],[103.22297 125.50511 165.84607],[ 95.96264  121.525764 142.77866 ],[ 89.92172  119.574295 124.332245],[ 80.85217 159.04634 218.06042],[ 69.022896 158.59608  187.24728 ],[ 62.039917 158.33575  171.2029  ],[ 56.634857 158.19814  159.93266 ],[208.10512 128.6419  331.47217],[231.21414  115.873535 310.83862 ],[254.91466 102.77841 291.08435],[277.7808   91.20202 278.57916]
4739:[153.0386  151.81429 352.406  ],[190.56554   40.496513 283.6705  ],[194.66667   54.220154 242.57887 ],[191.6646    75.968506 253.47153 ],[189.2399    77.441895 272.77234 ],[147.37418   23.356873 267.92337 ],[149.2308   36.27882 226.41125],[150.75731  59.37059 234.47928],[150.64067   63.319393 253.58331 ],[109.49373   32.530846 269.34293 ],[108.09632   39.503838 226.41153 ],[111.30258  62.91536 219.90971],[114.34137  77.24937 232.78888],[ 67.81233   55.603596 263.7911  ],[ 58.141766  40.683987 235.97978 ],[ 52.753998  32.38956  221.54279 ],[ 48.694817  26.143797 211.50461 ],[202.49611 122.39658 325.48734],[227.29517 102.32766 315.2381 ],[250.40277  80.74559 304.1169 ],[265.06464  59.27276 292.4037 ]
4740:[136.34193 179.91562 358.433  ],[159.69102   65.711716 295.07596 ],[160.08086  24.72762 280.453  ],[160.22865     1.5934734 272.36334  ],[160.23883  -16.814589 265.9047  ],[121.50571   39.134148 316.1085  ],[ 99.65845  35.34208 278.66525],[100.70733   58.751274 271.48453 ],[111.121284  68.59671  284.7204  ],[ 91.06743   43.816765 343.9065  ],[ 71.924126  38.394363 305.20493 ],[ 63.635292  58.177406 293.3483  ],[ 68.91836  73.00228 304.8758 ],[ 52.993954  59.716545 365.13525 ],[ 42.67943  64.96034 334.2209 ],[ 43.508205  78.791245 323.5311  ],[ 49.05883  89.63233 326.3441 ],[119.35304 172.40567 287.18176],[115.47454 162.23886 255.48958],[101.10428 140.28368 234.63548],[ 83.159805 118.50428  238.74721 ]
4741:[125.841545 139.00476  394.266   ],[164.39835   21.200905 363.25195 ],[171.14407  -20.551426 353.00903 ],[174.54546  -43.415565 344.86563 ],[177.17741  -61.510128 338.0663  ],[124.49283    -1.4869232 364.01556  ],[117.18846 -11.04475 322.19482],[114.35287     3.0998402 302.3821   ],[115.413055  22.57199  301.85074 ],[ 89.04258    5.528496 370.53146 ],[ 81.87267    -4.1110916 328.70624  ],[ 78.3223    18.916489 321.105   ],[ 80.653366  29.912254 337.04962 ],[ 47.12956  22.52169 364.36737],[ 42.71312    -3.1456432 344.08765  ],[ 40.336    -16.894043 333.52435 ],[ 38.619133 -26.746702 326.02576 ],[122.610306 115.18018  326.0273  ],[125.61355  97.13459 297.9535 ],[102.25615   73.101875 297.4165  ],[ 87.689316  50.57763  287.7357  ]
4742:[117.59298 133.79514 404.738  ],[140.1016    58.970222 288.73355 ],[175.85083  81.7995  279.01266],[181.93057  95.15471 298.64246],[179.96129  101.140396 317.10498 ],[117.37262   78.592865 249.2782  ],[152.7321   101.014305 237.41794 ],[154.46367 106.44788 261.25345],[144.56148  102.141685 277.50073 ],[ 97.55326 104.9772  240.72772],[116.88287  106.421875 201.76674 ],[129.8481  108.24287 181.04863],[141.35533 110.27016 165.42671],[ 82.1976  142.29707 234.53433],[ 81.27892 143.70238 201.5682 ],[ 81.550285 144.8241   184.10623 ],[ 81.83127 145.73178 171.64233],[149.43304 110.78363 353.46213],[163.71417   93.422165 328.61398 ],[159.35475  92.32419 295.39926],[156.31586  90.14348 267.12805]
4743:[130.20023 139.45448 380.121  ],[170.99796   54.963837 278.74072 ],[167.9478    22.620815 249.78723 ],[164.8273     6.764776 231.36166 ],[161.83574    -5.6980524 216.65454  ],[135.08572   27.375511 273.52963 ],[122.56038   38.034737 233.24097 ],[115.73862  57.18519 246.92953],[118.54573  58.28363 266.20346],[101.69512   23.566032 287.81995 ],[ 88.02985   32.089676 247.39363 ],[ 81.598     53.476425 257.48776 ],[ 84.45741   57.615513 276.33618 ],[ 59.79432   31.022018 299.12274 ],[ 51.82474   15.253976 271.24014 ],[ 47.19694    8.317781 255.85428 ],[ 43.645462    3.4977117 244.88133  ],[174.06038 133.98824 333.3285 ],[198.55515 126.00839 311.90118],[220.85841 114.28646 289.79715],[243.67357 108.5387  273.68243]
4744:[157.98993 143.85857 389.763  ],[163.37614 122.1408  240.22638],[170.79832 117.87949 197.55986],[175.8768  115.25782 173.72734],[180.66212 113.01003 154.94919],[130.10406 144.14871 221.7805 ],[119.417496 155.99155  181.29318 ],[112.98851 164.61382 159.27097],[107.783615 173.06604  142.47693 ],[104.86687 164.21272 232.65642],[118.434326 193.9566   203.93526 ],[129.60965 198.54971 225.25821],[133.38171 195.77417 244.19597],[ 83.03158 194.4914  250.16959],[ 88.83735 200.39148 218.21545],[101.5925  211.48265 222.74805],[103.89313 213.19958 234.91402],[198.3974 125.7099 341.7198],[215.53069 113.61533 315.58603],[233.57759  100.875725 290.37808 ],[253.14977  87.46275 274.558  ]
4745:[160.42528 167.03578 327.795  ],[180.14708  36.249   357.87167],[186.47128    -5.7465973 367.36133  ],[190.05212 -29.66957 371.30115],[192.90532 -48.76895 374.0659 ],[136.04106   21.180237 363.0938  ],[137.67131  -21.058002 373.43558 ],[138.57106  -44.915596 378.97263 ],[139.24571 -64.11183 382.38147],[100.8445   34.57534 361.15833],[ 89.53889    -6.6357727 369.37457  ],[ 82.933754 -30.186493 370.92023 ],[ 77.57797  -48.914047 369.84085 ],[ 59.579807  55.329613 343.1852  ],[ 42.466385  27.286674 346.3959  ],[ 33.78327   12.193816 344.64618 ],[ 28.671486    2.1593819 339.2211   ],[205.12949 121.24754 324.43594],[226.19     95.60458 329.09372],[230.6554    63.131443 336.09256 ],[241.99568  37.50276 341.36713]
4746:[138.05936  119.284294 405.96    ],[143.54538   55.546524 273.82758 ],[140.80713   32.760223 236.85507 ],[138.77383   20.815102 215.55171 ],[136.73683   11.998947 198.26886 ],[104.482185  45.31094  263.26038 ],[ 96.55022  59.41209 222.86334],[ 97.90294   78.865364 237.709   ],[101.05073   79.074875 256.96045 ],[ 74.800064  49.36411  277.27805 ],[ 63.739822  71.01594  241.1872  ],[ 71.68883  87.63912 257.34692],[ 78.044106  86.807686 275.7722  ],[ 40.67815  65.30672 293.3876 ],[ 40.156525  85.400764 267.20477 ],[ 51.695866  94.51698  276.6911  ],[ 57.424942  94.31856  287.7992  ],[170.34125 121.76954 346.67194],[187.05373 117.40733 317.95844],[204.95215 112.72488 290.0094 ],[224.42963  110.223595 269.33035 ]
4747:[128.78828 110.86249 433.829  ],[ 98.39873   42.461357 309.54498 ],[111.56502  56.75335 270.60828],[119.721054  70.22854  289.38464 ],[118.4658   70.39592 308.8517 ],[ 65.24867   57.192955 291.9511  ],[ 79.779816  76.52911  255.776   ],[ 91.18913   84.353065 276.00635 ],[ 92.53177  82.98142 295.41992],[ 46.275097  79.93367  298.85733 ],[ 54.387383  92.88665  258.11313 ],[ 68.207985 110.76609  267.59836 ],[ 71.75733  114.517365 286.4106  ],[ 31.10125  113.884865 305.39478 ],[ 45.647858 124.241035 277.63275 ],[ 57.88355 129.4853  288.99225],[ 61.430195 130.19943  300.9573  ],[146.69702  72.41972 386.40298],[152.83667   49.357025 362.88242 ],[158.48607   25.843685 339.6739  ],[164.40193     4.9520226 321.18622  ]
4748:[146.95833 166.72467 360.46   ],[158.15816  89.64125 242.67908],[164.82387  73.53878 202.8048 ],[169.1305   63.38245 180.91975],[172.98347  54.50165 163.98291],[112.967766  89.87996  223.93903 ],[111.26087  64.1651  188.87463],[110.861946  51.956917 167.62718 ],[110.56729   41.444763 151.19615 ],[ 78.906525 104.72317  231.12561 ],[ 64.060356  84.95288  195.31491 ],[ 54.9621   73.23318 175.8079 ],[ 47.216694  63.615643 160.7055  ],[ 45.00528 134.14037 237.80219],[ 31.008387 122.74204  210.16617 ],[ 23.208101 116.57637  195.76505 ],[ 17.461443 112.23566  185.54811 ],[146.70674 166.48103 287.56125],[148.79059 159.7541  254.8014 ],[117.10072 155.93414 244.57455],[ 88.63005 154.44792 243.89326]
4749:[168.60428 179.66287 332.486  ],[225.51791  73.2988  267.24545],[245.57033   41.269867 245.66473 ],[257.18774   23.680248 233.16295 ],[266.6684     9.815759 223.24005 ],[184.144     51.442665 248.3505  ],[190.06273   16.154877 223.58318 ],[193.70044  -3.39188 209.25333],[196.78273  -19.003712 197.96878 ],[142.97891  56.80825 247.18307],[143.33665   34.916405 209.57591 ],[145.4092    54.067883 194.42406 ],[146.08453   71.626595 202.89792 ],[ 96.584    77.6379  239.00977],[ 84.62289   59.267807 214.33072 ],[ 78.16132   49.377636 201.42006 ],[ 73.39141  42.08467 192.45834],[179.5355  171.90204 260.62427],[189.96141 160.70016 230.81454],[164.93205 140.63666 221.09782],[139.14954 130.2489  227.47035]
4750:[166.07483 157.45436 385.351  ],[202.23     78.03108 277.22134],[191.72389  94.83937 238.48141],[186.61942  117.440414 246.46829 ],[184.10487 132.71716 258.33713],[165.52193  50.63439 275.51727],[158.37317   53.770664 232.70679 ],[149.43564  68.35479 215.15466],[143.1227   85.76555 221.28517],[131.44379  46.18412 294.64642],[120.6109   41.34241 252.77895],[111.99719   55.747623 234.91986 ],[107.192184  74.37538  231.68112 ],[ 88.93567  54.01844 313.14108],[ 83.3648    35.802055 286.18347 ],[ 80.09387  27.52673 271.11456],[ 77.56206   22.179657 260.10318 ],[179.47507 164.60542 313.4386 ],[190.11304 163.20978 281.69452],[201.67809 161.19574 250.29991],[211.81198 158.33989 223.79707]
4751:[119.60234  120.935776 458.418   ],[197.32443  66.73863 371.3563 ],[216.0227   65.50948 332.08105],[227.31256  80.51056 347.83414],[223.95735  85.03477 366.51154],[186.34058  87.12079 323.4564 ],[221.47812  89.94136 297.94016],[242.00243  92.16017 284.73096],[258.8046    94.488785 275.09583 ],[166.95538 109.00206 307.39545],[204.62698  122.497604 290.29575 ],[205.07913 134.37729 311.72754],[193.96613 135.68597 327.70752],[149.01167 139.55539 295.9984 ],[159.06883 142.53154 264.70016],[164.83835 144.24223 248.26732],[169.23119 145.54648 236.63747],[175.67412 140.22101 442.93936],[206.89372 142.19365 430.9291 ],[222.3373  146.93594 401.56186],[233.23602 151.43999 375.5968 ]
4752:[119.86779  126.260086 374.889   ],[136.4465     2.136963 335.6184  ],[116.858154    0.8826004 296.78024  ],[111.69703   23.358923 305.0767  ],[117.941666  29.564734 322.4854  ],[101.59767  -17.454605 363.66623 ],[ 81.16546  -19.495386 325.29907 ],[ 81.77989     4.9400425 327.0839   ],[ 90.35159   12.542066 342.87332 ],[ 74.24374    -6.0144806 392.338    ],[ 53.61215   -8.183868 354.08478 ],[ 53.212963  16.313696 354.68747 ],[ 61.64084   24.582878 370.2169  ],[ 38.69369   14.885323 412.38464 ],[ 26.509604  12.056103 381.8375  ],[ 36.243603  24.691952 374.6377  ],[ 44.109085  30.141052 382.6809  ],[139.96681 101.33984 315.25592],[153.64087   83.096085 290.70013 ],[167.80482   63.866554 267.1834  ],[184.52615   53.448944 246.5649  ]
4753:[156.12917 147.6884  364.655  ],[186.67946  92.99809 232.23721],[192.37653  77.41337 192.00862],[196.5411   68.12469 169.71445],[200.53949  60.17504 152.35394],[150.03403  104.316986 203.28693 ],[149.23863   89.186325 162.49342 ],[149.40695  80.26031 139.66907],[149.97664   72.703964 121.69275 ],[117.65517 122.85293 204.72388],[111.62942 118.48622 161.84845],[107.69367  115.814705 137.80627 ],[104.17773 113.61516 118.74398],[ 86.22821 154.99336 209.76544],[ 77.8207  162.96213 178.85594],[ 73.02116 167.86594 162.7572 ],[ 69.260124 171.71663  151.47543 ],[206.91188 121.60486 336.95825],[230.22188 104.19555 320.33414],[253.76598  86.57478 304.25272],[276.6877   71.41038 296.64435]
4754:[197.4591  189.17378 291.228  ],[273.0216  81.6463 231.2868],[272.18665   95.145386 189.9255  ],[259.9831   115.656624 195.49467 ],[254.72023 119.99313 213.7722 ],[232.10342   43.973106 234.73724 ],[227.27805   56.865196 193.45541 ],[218.85704   79.700516 190.57649 ],[213.57088  94.11165 202.61588],[188.2941   39.09205 248.97409],[183.97482   22.712744 208.88991 ],[179.69261  44.52302 198.56384],[177.18828  63.78104 196.71236],[135.63846  47.04773 256.63785],[133.52191   16.980175 243.1825  ],[132.4188      2.2028847 233.87299  ],[131.6433    -7.641924 226.20944 ],[202.61261 175.22614 220.24927],[212.51024 161.79898 191.18813],[191.37338 136.53719 197.39317],[176.16899 136.66948 221.51912]
4755:[160.50478 149.15092 386.235  ],[198.62292   42.848923 316.87485 ],[214.77815   54.992474 278.33627 ],[209.69371  78.68849 281.98322],[201.26845  87.24841 297.3557 ],[162.19751   35.895813 283.9863  ],[176.46265   40.882774 243.17802 ],[179.61623  65.16305 244.26266],[175.28493  74.60554 260.77478],[129.59865  50.639   274.04895],[139.09364  50.30696 231.58232],[146.5331   73.63812 230.6001 ],[145.78058   83.942154 247.14795 ],[ 96.95753  78.5313  258.6527 ],[ 93.16077   54.918602 235.90169 ],[ 91.19417   42.103363 224.14778 ],[ 90.08583  33.0161  215.63632],[199.83379 136.43364 332.3568 ],[221.09773 122.86824 310.2972 ],[238.50534 107.45544 286.15494],[259.40668  96.03849 270.46927]
4756:[172.19252 149.53017 374.409  ],[158.68774 119.08402 228.71048],[154.53119 106.65032 187.21584],[151.79997   98.480385 164.27142 ],[149.47461  91.21181 146.31783],[126.04336 146.9447  213.19666],[122.57123 164.0401  173.32974],[120.56533 175.58484 151.8042 ],[119.78885 186.58197 135.70976],[105.00806 172.84064 226.28952],[121.533485 196.53297  193.7432  ],[135.66576 205.32776 211.73163],[134.79593 200.19644 230.53279],[ 90.62601 208.93044 244.74664],[111.35074 225.81346 225.38087],[123.40723 224.0169  237.93738],[124.73979 219.27692 249.42686],[189.50284 183.78778 310.0146 ],[196.41008 194.93188 279.17792],[168.4608  208.94258 267.09625],[144.89337 221.10185 256.60907]
